Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Link
751,Per Se Social Corner,3.0,74,$$,Pizza#Cafes#Italian,"Downtown, Yaletown","891 Homer Street#Vancouver, BC V6B 5S3#Canada",(604) 428-6111,/biz/per-se-social-corner-vancouver-2?osq=Restaurants
752,Baan Wasana Thai Restaurant,3.5,53,$$,Thai,"Kerrisdale, Arbutus Ridge","2143 41st Avenue W#Vancouver, BC V6M 1Z6#Canada",(778) 371-8971,/biz/baan-wasana-thai-restaurant-vancouver?osq=Restaurants
753,Jackson’s Meat Deli,4.5,47,$$,Meat Shops#Delis,Kitsilano,"2214 W 4th Ave#Vancouver, BC V6K 1N8#Canada",(604) 738-6328,/biz/jacksons-meat-deli-vancouver?osq=Restaurants
754,Sugar Catering,4.0,7,$,Diners#Caterers,Marpole,"8260 Manitoba Street#Vancouver, BC V5X#Canada",(604) 325-9411,/biz/sugar-catering-vancouver?osq=Restaurants
755,Tung Hing Bakery,4.0,94,$,Bakeries#Vietnamese#Sandwiches,Kensington-Cedar Cottage,"1198 Kingsway#Vancouver, BC V5V 3C8#Canada",(604) 875-3394,/biz/tung-hing-bakery-vancouver?osq=Restaurants
756,Splash Bistro,3.5,4,$$,Asian Fusion,Downtown,"750 Pacific Boulevard Suite 311#Vancouver, BC V6Z 2R8#Canada",(604) 687-3343,/biz/splash-bistro-vancouver?osq=Restaurants
757,Lombardo’s Pizzeria &amp; Restaurant,3.5,76,$$,Pizza#Italian,"Grandview-Woodlands, The Drive","1641 Commercial Drive#Vancouver, BC V5L 3Y3#Canada",(604) 251-2240,/biz/lombardos-pizzeria-and-restaurant-vancouver?osq=Restaurants
758,Pizzeria Barbarella,4.0,166,$$,Pizza,Mount Pleasant,"654 E Broadway#Vancouver, BC V5T 1X7#Canada",(604) 210-6111,/biz/pizzeria-barbarella-vancouver?osq=Restaurants
759,Ba Le Sandwich Shop,4.0,96,$,Sandwiches#Vietnamese,"Mount Pleasant, Kensington-Cedar Cottage","701 Kingsway#Vancouver, BC V5T 3K6#Canada",(604) 875-0088,/biz/ba-le-sandwich-shop-vancouver?osq=Restaurants
760,Market By Jean-Georges,3.5,198,$$$,Seafood#Canadian (New)#Cocktail Bars,West End,"1115 Alberni Street, 3rd Floor#Vancouver, BC V6E 0A8#Canada",(604) 695-1115,/biz/market-by-jean-georges-vancouver?osq=Restaurants
761,Lottie’s 306,4.0,2,$,Canadian (New)#Mexican,Downtown Eastside,"306 Carrall Street#Vancouver, BC V6B 2J3#Canada",(778) 879-9185,/biz/lotties-306-vancouver?osq=Restaurants
762,Caffe Barney,3.0,98,$$,Bars#Breakfast & Brunch,"Fairview Slopes, South Granville","2975 Granville St#Vancouver, BC V6H 3J6#Canada",(604) 731-6446,/biz/caffe-barney-vancouver?osq=Restaurants
763,Banana Leaf,3.5,116,$$,Malaysian#Singaporean,Kitsilano,"3005 W Broadway#Vancouver, BC V6K 2G9#Canada",(604) 734-3005,/biz/banana-leaf-vancouver-6?osq=Restaurants
764,Petra Cafe,4.0,12,$,Mediterranean,UBC,"5728 University Boulevard#Vancouver, BC V6T#Canada",(604) 221-8883,/biz/petra-cafe-vancouver?osq=Restaurants
765,Gyoza King,3.5,140,$$,Japanese,West End,"1508 Robson Street#Vancouver, BC V6G 1C2#Canada",(604) 669-8278,/biz/gyoza-king-vancouver?osq=Restaurants
766,Kingston Taphouse &amp; Grille,3.5,86,$$,Gastropubs#Burgers,Downtown,"755 Richards Street#Vancouver, BC V6B 3A6#Canada",(604) 681-7011,/biz/kingston-taphouse-and-grille-vancouver?osq=Restaurants
767,Tractor,3.5,115,$$,Sandwiches#Salad#Soup,Kitsilano,"1903 W 4th Avenue#Vancouver, BC V6J 1M7#Canada",(604) 222-2557,/biz/tractor-vancouver?osq=Restaurants
768,The Captain’s Boil,2.5,42,$$,Cajun/Creole#Seafood#Asian Fusion,"Killarney, Renfrew-Collingwood","3309 Kingsway#Vancouver, BC V5R 5K6#Canada",(604) 565-3999,/biz/the-captains-boil-vancouver?osq=Restaurants
769,Koko Japanese Restaurant,3.5,35,$$,Japanese#Sushi Bars,Grandview-Woodlands,"2053 Hastings Street E#Vancouver, BC V5L 1T9#Canada",(604) 251-1328,/biz/koko-japanese-restaurant-vancouver?osq=Restaurants
770,Ebisu On Robson,3.5,173,$$,Japanese#Sushi Bars,West End,"827 Bute Street#Vancouver, BC V6E 3Y4#Canada",(604) 689-8266,/biz/ebisu-on-robson-vancouver?osq=Restaurants
771,La Churreria Cafe,2.5,11,$,Mexican#Desserts#Ice Cream & Frozen Yogurt,West End,"1105 Davie St#Vancouver, BC V6E 1N2#Canada",(778) 379-5211,/biz/la-churreria-cafe-vancouver?osq=Restaurants
772,Hongdae Pocha Cafe,3.5,10,$$,Korean,West End,"1642 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 681-8252,/biz/hongdae-pocha-cafe-vancouver?osq=Restaurants
773,Top of Vancouver Revolving Restaurant,3.0,205,$$$,American (Traditional),Downtown,"555 W Hastings St#Vancouver, BC V6B 1M1#Canada",(604) 669-2220,/biz/top-of-vancouver-revolving-restaurant-vancouver?osq=Restaurants
774,The Sweet Greek,5.0,4,Null,Greek,"Grandview-Woodlands, The Drive","2277 Commercial Drive#Vancouver, BC V5N 4B6#Canada",(604) 254-0058,/biz/the-sweet-greek-vancouver?osq=Restaurants
775,Deutsches Haus,3.0,35,$$,German,Kensington-Cedar Cottage,"4875 Victoria Drive#Vancouver, BC V5N 4P3#Canada",(604) 874-3811,/biz/deutsches-haus-vancouver-3?osq=Restaurants
776,Neverland Tea Salon,4.0,108,$$,Coffee & Tea#Tea Rooms#Breakfast & Brunch,Kitsilano,"3066 W Broadway#Vancouver, BC V6K 2H1#Canada",(604) 428-3066,/biz/neverland-tea-salon-vancouver?osq=Restaurants
777,Martini’s,3.5,119,$$,Pizza#Italian#Greek,Mount Pleasant,"151 W Broadway St#Vancouver, BC V5Y#Canada",(604) 873-0021,/biz/martinis-vancouver?osq=Restaurants
778,X-site Grill &amp; Bistro,3.5,30,$,Canadian (New),Grandview-Woodlands,"2270 E Hastings Street#Vancouver, BC V5L#Canada",(604) 569-2220,/biz/x-site-grill-and-bistro-vancouver?osq=Restaurants
779,Kita No Donburi,3.0,83,$$,Japanese,Downtown,"423 Seymour Street#Vancouver, BC V6B 4N6#Canada",(604) 669-3388,/biz/kita-no-donburi-vancouver?osq=Restaurants
780,Pacifico Pizzeria &amp; Restaurant,3.5,161,$$,Pizza#Italian,Downtown,"970 Smithe Street#Vancouver, BC V6Z 0A4#Canada",(604) 408-0808,/biz/pacifico-pizzeria-and-restaurant-vancouver?osq=Restaurants
781,TAPshack - Burrard Bridge,3.0,23,$$,Canadian (New)#Bars,Downtown,"1-1012 Beach Avenue#Vancouver, BC V6E 4M2#Canada",(604) 676-2337,/biz/tapshack-burrard-bridge-vancouver-2?osq=Restaurants
782,Q Shi Q Japanese BBQ,3.5,32,$$,Japanese#Barbeque#Tapas Bars,Mount Pleasant,"159 W 4th Avenue#Vancouver, BC V5Y 1G4#Canada",(604) 428-7744,/biz/q-shi-q-japanese-bbq-vancouver?osq=Restaurants
783,Joe’s Grill,4.0,129,$$,Breakfast & Brunch,West End,"1031 Davie Street#Vancouver, BC V6E 1M5#Canada",(604) 682-3683,/biz/joes-grill-vancouver?osq=Restaurants
784,Benkei Noodle Shop,3.0,120,$,Ramen#Noodles,Fairview Slopes,"545 W Broadway#Vancouver, BC V5Z 1E6#Canada",(604) 568-6178,/biz/benkei-noodle-shop-vancouver-6?osq=Restaurants
785,Kam Wai Dim Sum,3.5,32,$,Dim Sum,"Chinatown, Downtown Eastside","249 E Pender Street#Vancouver, BC V6A 1T7#Canada",(604) 683-2333,/biz/kam-wai-dim-sum-vancouver?osq=Restaurants
786,Stock Up Cafe,3.5,22,$$,Sandwiches#Coffee & Tea#Breakfast & Brunch,Kerrisdale,"6019 W Boulevard#Vancouver, BC V6M 3X2#Canada",(778) 653-4172,/biz/stock-up-cafe-vancouver?osq=Restaurants
787,L’ufficio,4.5,3,$$$$,Wine Bars#Italian#Tapas/Small Plates,"Point Grey, Kitsilano","3687 W 4th Avenue#Vancouver, BC V6R 1P2#Canada",(604) 676-1007,/biz/l-ufficio-vancouver?osq=Restaurants
788,Green Leaf Salad Bar,4.0,50,$,Mediterranean,Downtown,"560 Bute St#Vancouver, BC V6E 3M1#Canada",(604) 677-5650,/biz/green-leaf-salad-bar-vancouver?osq=Restaurants
789,Minato Sushi Restaurant,3.0,10,$$,Japanese#Sushi Bars,Fairview Slopes,"1001 W Broadway#Vancouver, BC V5T 1Y5#Canada",(604) 732-6554,/biz/minato-sushi-restaurant-vancouver-2?osq=Restaurants
790,Freshii,4.0,9,$,Fast Food,Kitsilano,"1927 4th Avenue W#Vancouver, BC V6J 1M7#Canada",,/biz/freshii-vancouver-10?osq=Restaurants
791,On May Chinese Restaurant,4.0,6,$$,Chinese,Fraserview,"6443 Victoria Dr#Vancouver, BC V5P 3X5#Canada",(604) 321-0811,/biz/on-may-chinese-restaurant-vancouver?osq=Restaurants
792,Falafel King Restaurant,3.5,38,$,Falafel,West End,"1110 Denman St#Vancouver, BC V6G 2M8#Canada",(604) 669-7278,/biz/falafel-king-restaurant-vancouver?osq=Restaurants
793,Siga Siga,3.5,28,$,Filipino,Mount Pleasant,"650 E Broadway#Vancouver, BC V5T 1X6#Canada",(604) 876-0241,/biz/siga-siga-vancouver?osq=Restaurants
794,Sophie’s Cosmic Café,3.0,212,$$,Diners#Comfort Food#Breakfast & Brunch,Kitsilano,"2095 W 4th Avenue#Vancouver, BC V6J 1N3#Canada",(604) 732-6810,/biz/sophies-cosmic-caf%C3%A9-vancouver-2?osq=Restaurants
795,Shota Sushi,3.5,68,$$,Sushi Bars#Japanese#Seafood,"Kerrisdale, Arbutus Ridge","5688 Yew Street#Vancouver, BC V6M 3Y3#Canada",(604) 263-8068,/biz/shota-sushi-vancouver?osq=Restaurants
796,Ebi-Ten,3.5,102,$,Japanese#Fast Food,Downtown,"388 Robson Street#Vancouver, BC V6B 2B2#Canada",(604) 689-9938,/biz/ebi-ten-vancouver?osq=Restaurants
797,Kitaya,3.5,29,$,Japanese#Sushi Bars,West End,"1088 Denman Street#Vancouver, BC V6G 2M8#Canada",(604) 683-0218,/biz/kitaya-vancouver?osq=Restaurants
798,Strike,3.5,44,$$,Taiwanese#Asian Fusion,Kitsilano,"3217 W Broadway#Vancouver, BC V6K 2H5#Canada",(604) 558-3217,/biz/strike-vancouver?osq=Restaurants
799,Elephant &amp; Castle,3.5,97,$$,British#Pubs,"Coal Harbour, Downtown","385 Burrard Street#Vancouver, BC V6C 2G8#Canada",(604) 696-6730,/biz/elephant-and-castle-vancouver?osq=Restaurants
800,Kyo Korean BBQ &amp; Sushi House,3.0,135,$$,Korean#Sushi Bars,"Fairview Slopes, South Granville","2993 Granville Street#Vancouver, BC V6H 3J6#Canada",(604) 739-8868,/biz/kyo-korean-bbq-and-sushi-house-vancouver?osq=Restaurants
801,Moii Cafe,3.5,67,$$,Coffee & Tea#Creperies,Fairview Slopes,"2559 Cambie Street#Vancouver, BC V5Z 3Y6#Canada",(604) 569-0666,/biz/moii-cafe-vancouver-2?osq=Restaurants
802,Hi-Nippon Japanese Restaurant,3.5,66,$$,Japanese#Sushi Bars,Kitsilano,"2274 W 4th Avenue#Vancouver, BC V6K 1N8#Canada",(604) 736-1766,/biz/hi-nippon-japanese-restaurant-vancouver-2?osq=Restaurants
803,Cardero Bottega,4.0,44,$,Coffee & Tea#Delis,West End,"1016 Cardero Street#Vancouver, BC V6G 2H1#Canada",(604) 689-0450,/biz/cardero-bottega-vancouver?osq=Restaurants
804,Gyoza Bar,3.0,202,$$,Ramen#Tapas/Small Plates,Downtown,"622 W Pender Street#Vancouver, BC V6B 1V8#Canada",(604) 336-5563,/biz/gyoza-bar-vancouver-2?osq=Restaurants
805,Earls Kitchen + Bar,3.5,122,$$,Canadian (New)#Cocktail Bars,Downtown,"905 Hornby Street#Vancouver, BC V6Z 3G4#Canada",(604) 682-6700,/biz/earls-kitchen-bar-vancouver-2?osq=Restaurants
806,Bon Macaron Patisserie,4.5,21,$,Bakeries#Gluten-Free#Macarons,Kitsilano,"2823 W Broadway#Vancouver, BC V6K 2G6#Canada",(778) 379-6065,/biz/bon-macaron-patisserie-vancouver?osq=Restaurants
807,Dutch Wooden Shoe Cafe,3.5,74,$$,Modern European#Breakfast & Brunch#Cafes,"South Cambie, Riley Park","3292 Cambie Street#Vancouver, BC V5Z 2W4#Canada",(604) 874-0922,/biz/dutch-wooden-shoe-cafe-vancouver?osq=Restaurants
808,Samurai Sushi House,3.0,140,$,Sushi Bars,Oakridge,"5888 Cambie Street#Vancouver, BC V5Z 3A8#Canada",(604) 325-8597,/biz/samurai-sushi-house-vancouver?osq=Restaurants
809,Mink - A Chocolate Café,3.5,169,$$,Chocolatiers & Shops#Cafes,Downtown,"863 Hastings St W#Vancouver, BC V6C 3N9#Canada",(604) 633-2451,/biz/mink-a-chocolate-caf%C3%A9-vancouver-2?osq=Restaurants
810,Tomokazu Japanese Restaurant,3.0,122,$$,Japanese#Sushi Bars,Fairview Slopes,"1128 Broadway W#Vancouver, BC V6H 1G5#Canada",(604) 677-0434,/biz/tomokazu-japanese-restaurant-vancouver?osq=Restaurants
811,Cactus Club Cafe,3.5,127,$$,Canadian (New)#Cheesesteaks#Burgers,"Downtown, Yaletown","357 Davie Street#Vancouver, BC V6B 1R2#Canada",(604) 685-8070,/biz/cactus-club-cafe-vancouver-2?osq=Restaurants
812,Bubble Waffle Cafe,2.5,12,$,Waffles#Coffee & Tea#Soup,Fraserview,"2639 E 49th Avenue#Vancouver, BC V5S 1J9#Canada",(604) 256-4484,/biz/bubble-waffle-cafe-vancouver-6?osq=Restaurants
813,Roaming Dragon,4.0,70,$,Asian Fusion#Food Trucks,Downtown,"Burrard &amp; Robson#Vancouver, BC V6Z#Canada",(604) 639-3335,/biz/roaming-dragon-vancouver?osq=Restaurants
814,Indigo Age Cafe,4.5,76,$$,Live/Raw Food#Vegan#Juice Bars & Smoothies,Downtown,"436 Richards Street#Vancouver, BC V6B 2Z3#Canada",(604) 622-1797,/biz/indigo-age-cafe-vancouver-3?osq=Restaurants
815,Babylon Café,3.5,29,$,Middle Eastern,"Grandview-Woodlands, The Drive","1605 Commercial Drive#Vancouver, BC V5L 3Y2#Canada",(604) 563-8487,/biz/babylon-caf%C3%A9-vancouver-7?osq=Restaurants
816,Thai Away Home,3.5,61,$$,Thai,"South Cambie, Riley Park","3315 Cambie Street#Vancouver, BC V5Z 2W6#Canada",(604) 873-8424,/biz/thai-away-home-vancouver?osq=Restaurants
817,La Bohème,4.0,21,$,Food Stands#Creperies,Strathcona,"1755 Cottrell Street#Vancouver, BC V6A 2L8#Canada",,/biz/la-boh%C3%A8me-vancouver-4?osq=Restaurants
818,Einstein Wrap House,4.0,46,$,Middle Eastern#Mediterranean,Downtown,"516 Abbott Street#Vancouver, BC V6B 6C1#Canada",(604) 558-2733,/biz/einstein-wrap-house-vancouver?osq=Restaurants
819,Belachan,3.5,35,$$,Malaysian#Thai,West End,"1128 Robson Street#Vancouver, BC V6E 1B2#Canada",(604) 681-6002,/biz/belachan-vancouver?osq=Restaurants
820,Ginger Sushi,4.0,39,$$,Sushi Bars#Japanese,"Grandview-Woodlands, The Drive","1437 Commercial Drive#Vancouver, BC V5L 3X8#Canada",(604) 255-5220,/biz/ginger-sushi-vancouver?osq=Restaurants
821,Street Meet Food Truck,4.5,19,$,Street Vendors#Mediterranean#Food Stands,"Coal Harbour, Downtown","Burrard &amp; West Pender#Vancouver, BC V6C#Canada",,/biz/street-meet-food-truck-vancouver?osq=Restaurants
822,Thai Son Restaurant,3.5,88,$,Vietnamese#Noodles,Mount Pleasant,"373 E Broadway#Vancouver, BC V5T 1W6#Canada",(604) 875-6436,/biz/thai-son-restaurant-vancouver?osq=Restaurants
823,Golden Ocean Seafood Restaurant,3.5,62,$$,Seafood#Dim Sum,"Kerrisdale, Shaughnessy","2046 41st Avenue W#Vancouver, BC V6M 1Y8#Canada",(604) 263-8886,/biz/golden-ocean-seafood-restaurant-vancouver?osq=Restaurants
824,The American Cheesesteak,3.5,151,$$,Cheesesteaks#Sandwiches#Ice Cream & Frozen Yogurt,"Downtown, Granville Entertainment District","781 Davie Street#Vancouver, BC V6Z 2S7#Canada",(604) 681-0130,/biz/the-american-cheesesteak-vancouver?osq=Restaurants
825,Dunbar Sushi,4.0,20,$$,Japanese#Sushi Bars,"Dunbar-Southlands, Point Grey","3626 W 16th Ave#Vancouver, BC V6R 3C4#Canada",(604) 568-5959,/biz/dunbar-sushi-vancouver?osq=Restaurants
826,Fortune Garden Restaurant,3.5,38,$$,Chinese,"Fairview Slopes, South Granville","1475 W Broadway#Vancouver, BC V6H 1H6#Canada",(604) 736-6868,/biz/fortune-garden-restaurant-vancouver?osq=Restaurants
827,Portuguese Club of Vancouver,3.5,14,$$,Social Clubs#Portuguese,"Grandview-Woodlands, The Drive","1144 Commercial Drive#Vancouver, BC V5L 3X2#Canada",(604) 251-2042,/biz/portuguese-club-of-vancouver-vancouver?osq=Restaurants
828,India Bistro Vancouver,3.5,121,$$,Indian#Buffets#Gluten-Free,West End,"1157 Davie Street#Vancouver, BC V6E 1N2#Canada",(604) 684-6342,/biz/india-bistro-vancouver-vancouver-2?osq=Restaurants
829,Café Deux Soleils,3.5,119,$$,Coffee & Tea#Vegetarian#Breakfast & Brunch,"Grandview-Woodlands, The Drive","2096 Commercial Drive#Vancouver, BC V5N 4B2#Canada",(604) 254-1195,/biz/caf%C3%A9-deux-soleils-vancouver-2?osq=Restaurants
830,Peaceful Restaurant,3.5,75,$$,Chinese#Noodles,Kitsilano,"2394 W 4th Avenue#Vancouver, BC V6K 1P2#Canada",(604) 559-9533,/biz/peaceful-restaurant-vancouver-5?osq=Restaurants
831,Hungry Guys Kitchen,3.5,44,$,Salad#Fast Food#Vegetarian,"Downtown, Granville Entertainment District","988 Granville Street#Vancouver, BC V6Z 1L2#Canada",(604) 559-7000,/biz/hungry-guys-kitchen-vancouver?osq=Restaurants
832,Did’s Pizza,4.0,18,$,Pizza#Italian,Downtown,"575 Dunsmuir Street#Vancouver, BC V6B#Canada",(604) 620-2424,/biz/dids-pizza-vancouver?osq=Restaurants
